locale,lep species,lep species
str 2500,astraptes fulgerator azul,1
str 2500,consul fabius cecrops,1
str 2500,dubiella fiscella belpa,2
str 2500,euptychia jesia,8
str 2500,pachydota sp,1
str 2500,turesis sp,1
str 251,euptychia jesia,1
str 252,euptychia jesia,1
str 253,euptychia jesia,1
str 254,euptychia jesia,1
str 255,euptychia jesia,1
str 2550,automeris postalbida,1
str 2550,euptychia jesia,7
str 2550,melinaea ethra lilis,1
str 2600,eois apyraria,1
str 2600,gonodonta nr fuvangula,2
str 2600,ithomia diasa hippocrenis,2
str 2600,quadrus cerialis,1
str 2600,telemiades sp 1,1
str 2600,turesis sp,3
str 2601,eois apyraria,1
str 2602,eois apyraria,1
str 2650,amphimoea walkeri,1
str 2650,eois sp,1
str 2650,turesis complanula,1
str 270,dysschema leucophaea,1
str 2700,arawacus nr lincoides,1
str 2700,astraptes fulgerator azul,1
str 2700,eois nympha,1
str 2700,neoxeniades molien,1
str 2700,phoebis argante,1
str 2700,zaretis itys,1
str 2750,adelpha sp,1
str 2750,astraptes alardus,1
str 2750,eois obada,4
str 2750,euptychia jesia,6
str 2750,quadrus cerialis,3
str 2750,quadrus sp,1
str 2800,acharia sarans,1
str 2800,cissia terrestris,1
str 2800,consul fabius cecrops,1
str 2800,desmia sp,1
str 2800,enyo ocypete,1
str 2800,eois apyraria,1
str 2800,eois guapa,2
str 2800,gonodonta sp,1
str 2800,milanion sp,2
str 2800,quadrus cerialis,1
str 2800,saliana sp 2,1
str 2800,tarchon felderi,1
str 2800,turesis complanula,2
str 2800,zaretis itys,2
str 2850,herpetogramma sp4,1
str 2850,papilio anchisiades,1
str 2850,spodoptera sp,1
str 2851,gonodonta sinaldus,1
str 2852,gonodonta sinaldus,1
str 2900,ischnopteris bryifera commixta,1
str 2900,quadrus cerialis,1
str 2900,zaretis itys,1
str 2950,adelpha cytherea marcia,5
str 30,hylesia sp,1
str 30,zaretis itys,1
str 300,acharia nesea,6
str 300,adelpha sp,1
str 300,ategumia sp,1
str 300,consul panariste jansoni,1
str 300,cosmosoma sp,1
str 300,dubiella fiscella belpa,2
str 300,eois nr citriaria,1
str 300,eois obada,1
str 300,eois russearia,1
str 300,eucereon dilutia,1
str 300,euptychia jesia,13
str 300,herpetogramma sp2,2
str 300,isophrictus sp,1
str 300,lirimiris sp,1
str 300,milanion sp,3
str 300,pantographa expansalis,4
str 300,perichares philetes,1
str 300,quadrus cerialis,10
str 300,semaeopus nodigera,1
str 300,telemiades nr antiope,1
str 3000,amphimoea walkeri,1
str 3000,anomis nr patagiata,1
str 3000,arawacus nr lincoides,1
str 3000,cyclosaemia subcoerulea,1
str 3000,dysodia sp,2
str 3000,eois apyraria,47
str 3000,euptychia jesia,14
str 3000,gonodonta latimacula,1
str 3000,heliconius sara fulgidus,1
str 3000,ithomia diasa hippocrenis,4
str 3000,memphis cleomestra,1
str 3000,menander menander,3
str 3000,quadrus cerialis,2
str 3000,tarchon felderi,1
str 3050,emesis lucinda,4
str 3100,consul fabius cecrops,1
str 3100,scotura leucophleps,2
str 3150,gonodonta sp,1
str 3200,zaretis itys,4
str 3300,arawacus nr lincoides,1
str 3300,menander menander,1
str 3300,pantographa expansalis,1
str 3300,phaeoblemma dares,2
str 3400,melese flavipuncta,1
str 345,hypothyris euclea valora,1
str 3450,chlosyne gaudealis,1
str 350,automeris postalbida,1
str 350,cosmosoma sp,2
str 350,eois apyraria,18
str 350,gonodonta sp,1
str 350,isophrictus sp,9
str 350,memphis sp,1
str 350,milanion sp,1
str 350,omiodes sp,1
str 350,pachylia ficus,1
str 350,pachylia sp,1
str 350,pantographa expansalis,5
str 350,quadrus cerialis,12
str 350,tortyra sp,1
str 3500,actinote guatemalena,3
str 3500,cyclomia disparilis,1
str 3500,gonodonta sinaldus,1
str 3500,macroneme iole,3
str 3500,milanion sp,1
str 3500,neoxeniades molien,1
str 3500,papilio cresphontes,1
str 3501,actinote guatemalena,1
str 3503,hyalurga sora,1
str 3504,hyalurga sora,1
str 3505,hyalurga sora,1
str 3550,phoebis argante,1
str 3600,automeris postalbida,1
str 3650,pantographa expansalis,1
str 370,isanthrene championi,1
str 3700,dunama agulinea,3
str 3700,hygrochroma sp,1
str 3700,pantographa expansalis,1
str 3750,pantographa expansalis,1
str 3800,automeris sp,1
str 3800,euptychia jesia,5
str 3900,anacrusis auleodes,1
str 3900,erinnyis ello,1
str 3900,tarchon felderi,1
str 3950,omiodes sp,1
str 400,acharia nesea,1
str 400,apatelodes albipuncta,1
str 400,apatelodes erotina,1
str 400,automeris postalbida,1
str 400,catephiodes trinidadensis,14
str 400,consul fabius cecrops,1
str 400,eois apyraria,3
str 400,eois cassandra,3
str 400,eois obada,2
str 400,eois sp,1
str 400,euclystis plusiodes,7
str 400,euptychia jesia,1
str 400,mechanitis polymnia isthmia,1
str 400,opharus consimilis,2
str 400,pantographa expansalis,2
str 400,quadrus cerialis,12
str 400,tarchon felderi,1
str 4000,automeris zugana,1
str 4000,battus sp,1
str 401,automeris postalbida,1
str 402,automeris postalbida,1
str 403,automeris postalbida,1
str 404,automeris postalbida,1
str 405,automeris postalbida,1
str 406,automeris postalbida,1
str 407,automeris postalbida,1
str 408,automeris postalbida,1
str 409,automeris postalbida,1
str 425,arawacus nr lincoides,1
str 425,euptychia jesia,12
str 4300,acharia sarans,1
str 4300,actinote guatemalena,1
str 4350,battus belus varus,1
str 4350,battus polydamas polydamas,6
str 450,adeloneivaia jason,1
str 450,adelpha cytherea marcia,2
str 450,apatelodes albipuncta,1
str 450,astraptes fulgerator azul,2
str 450,automeris postalbida,1
str 450,consul fabius cecrops,1
str 450,desmia sp,1
str 450,eois apyraria,14
str 450,euptychia jesia,14
str 450,euptychia mollis,3
str 450,herpetogramma sp1,3
str 450,pachylia sp,1
str 450,pantographa expansalis,1
str 450,pleuroptya silicalis,3
str 450,quadrus cerialis,12
str 450,telemiades nr antiope,1
str 450,zaretis itys,1
str 4600,papilio thoas neacles,1
str 475,dysschema leucophaea,2
str 480,pachydota sp,1
str 50,acharia sarans,1
str 50,astraptes fulgerator azul,1
str 50,atteva aurea,2
str 50,chloropaschia sp,27
str 50,cocytius sp,1
str 50,cyclomia disparilis,7
str 50,cyclomia nr disparilis,4
str 50,eois apyraria,20
str 50,euptychia jesia,31
str 50,lirimiris nr truncata,2
str 50,morpho granadensis polybaptus,1
str 50,nyceryx magna,2
str 50,perichares philetes,1
str 50,quadrus cerialis,3
str 50,rothschildia triloba,1
str 50,tarchon felderi,1
str 50,tithraustes lambertae,1
str 50,xylophanes anubus,1
str 50,zaretis itys,3
str 500,catephiodes trinidadensis,1
str 500,consul fabius cecrops,1
str 500,dubiella fiscella belpa,1
str 500,dysodia sp,1
str 500,eois obada,1
str 500,euptychia jesia,33
str 500,pantographa expansalis,1
str 500,pantographa suffusalis,1
str 500,quadrus cerialis,3
str 500,tarchon felderi,1
str 5000,cocytius duponchel,1
str 5000,olceclostera nr bifenestrada,1
str 5100,consul fabius cecrops,1
str 5150,automeris sp,1
str 525,telima sp,1
str 5300,emesis lucinda,6
str 535,quadrus cerialis,1
str 550,astraptes fulgerator azul,2
str 550,astraptes sp,1
str 550,consul fabius cecrops,1
str 550,consul panariste jansoni,1
str 550,desmia sp,1
str 550,eois nympha,9
str 550,eois sp,1
str 550,euptychia jesia,3
str 550,gonodonta sp,1
str 550,pantographa expansalis,1
str 550,quadrus cerialis,13
str 550,quadrus contubernalis,1
str 550,xylophanes chiron,1
str 5500,thyridia psidii melantho,1
str 5650,apatelodes erotina,1
str 570,quadrus cerialis,1
str 5700,chetone ithomia,1
str 5750,papilio thoas neacles,1
str 60,quadrus cerialis,1
str 600,acharia nesea,1
str 600,automeris postalbida,1
str 600,eois apyraria,5
str 600,eois nympha,7
str 600,eois russearia,4
str 600,euptychia jesia,15
str 600,gamelia septentrionalis,1
str 600,isanthrene championi,1
str 600,myscelia sp,1
str 600,oxytenis beprea,2
str 600,pythoniades jovianus amaryllis,1
str 600,quadrus cerialis,16
str 625,apatelodes sp,1
str 650,acharia hyperoche,1
str 650,achlyodes sp,1
str 650,acroceracops sp,1
str 650,adelpha sp,1
str 650,catonephele orites,1
str 650,consul panariste jansoni,1
str 650,eois cassandra,1
str 650,eois nympha,1
str 650,eois sp,5
str 650,eois sp 3,1
str 650,eucereon aeolum,1
str 650,euptychia jesia,5
str 650,gonodonta sp,1
str 650,hyalostenele lutescens,1
str 650,megalopyge albicollis,1
str 650,myscelus amystis,1
str 650,oxytenis beprea,3
str 650,pantographa expansalis,4
str 650,pantographa suffusalis,1
str 650,papilio sp,1
str 650,parasa viridogrisea,1
str 650,prepona omphale octavia,1
str 650,quadrus cerialis,10
str 650,tarchon felderi,1
str 700,acharia nesea,1
str 700,agaraea sp,16
str 700,anacrusis auleodes,1
str 700,astraptes fulgerator azul,1
str 700,automeris postalbida,3
str 700,battus polydamas polydamas,7
str 700,caligo atreus dionisos,1
str 700,catonephele orites,1
str 700,cyclomia disparilis,2
str 700,eois apyraria,11
str 700,eois nr thetisaria,1
str 700,euptychia jesia,11
str 700,gonodonta sp,1
str 700,marpesia berania,2
str 700,memphis sp,1
str 700,microgonia occiduta,1
str 700,milanion sp,1
str 700,omiodes sp,1
str 700,pantographa expansalis,4
str 700,periphoba arcaei,1
str 700,pierella helvetia incanescens,1
str 700,quadrus cerialis,9
str 700,tarchon felderi,2
str 700,tigridia acesta,3
str 700,turesis complanula,3
str 700,xylophanes anubus,1
str 720,cyclomia nr disparilis,4
str 740,dysodia sp,1
str 740,quadrus cerialis,1
str 750,adelpha cocala lorzae,1
str 750,automeris postalbida,1
str 750,cosmosoma sp,1
str 750,euptychia jesia,10
str 750,euptychia mollis,3
str 750,gamelia septentrionalis,1
str 750,megalopyge albicollis,1
str 750,megalopyge sp,1
str 750,memphis artacaena,1
str 750,milanion sp,2
str 750,pantographa expansalis,1
str 750,periphoba arcaei,1
str 750,quadrus cerialis,5
str 8,zaretis itys,3
str 800,adelpha sp,1
str 800,astraptes fulgerator azul,1
str 800,caligo memnon,1
str 800,consul panariste jansoni,2
str 800,desmia sp 2,1
str 800,disphragis nr albolineata,1
str 800,dubiella fiscella belpa,1
str 800,dyomyx janus,3
str 800,eois apyraria,12
str 800,eois nympha,2
str 800,eois sp,1
str 800,hypercompe leata,1
str 800,lirimiris nr truncata,2
str 800,malocampa sp,1
str 800,nystalea ocellata,1
str 800,pantographa expansalis,1
str 800,pantographa sp,1
str 800,phoebis argante,1
str 800,poresta sp,3
str 800,quadrus cerialis,7
str 800,yanguna sp,1
str 800,zaretis itys,2
str 810,chetone ithomia,1
str 850,desmia sp 2,1
str 850,desmia sp 3,1
str 850,eois apyraria,2
str 850,hylesia sp,3
str 850,lirimiris nr truncata,2
str 850,mechanitis polymnia isthmia,2
str 850,pantographa expansalis,4
str 850,quadrus cerialis,5
str 850,tarchon felderi,1
str 850,zaretis itys,2
str 90,merotoma sp,1
str 90,tarchon felderi,1
str 900,adelpha sp,1
str 900,astraptes alardus,1
str 900,consul fabius cecrops,1
str 900,copaxa curvilinear,1
str 900,cosmosoma sp,1
str 900,eueides aliphera,1
str 900,euptychia jesia,1
str 900,hemiceras sp,1
str 900,ichnopteris bryifera,1
str 900,opsiphanes tamarindi,1
str 900,pantographa expansalis,4
str 900,pleuroptya silicalis,1
str 900,quadrus cerialis,1
str 900,talides sp complex,1
str 910,quadrus cerialis,1
str 925,quadrus cerialis,5
str 940,agaraea sp,21
str 950,agaraea sp,5
str 950,anomis nr patagiata,1
str 950,apatelodes erotina,2
str 950,callopistria floridensis,2
str 950,consul fabius cecrops,1
str 950,desmia sp,1
str 950,dinia aeagrus,1
str 950,dysodia sp,1
str 950,dysschema leucophaea,1
str 950,eois nympha,1
str 950,eois sp,9
str 950,gonodonta sp,1
str 950,gonodonta uxoria,1
str 950,hypercompe leata,1
str 950,hypothyris euclea valora,3
str 950,idaea sp,1
str 950,microgonia rhodaria,1
str 950,milanion sp,3
str 950,nystalea sp,1
str 950,olceclostera nr bifenestrada,1
str 950,pachylia syces,1
str 950,pantographa expansalis,1
str 950,pantographa suffusalis,1
str 950,quadrus cerialis,3
str 950,xylophanes porcus,1
str suampo,eois apyraria,27
str suampo,eois nympha,58
str suampo,eois zenobia,1
str_cen,copaxa curvilinear,1
str_cen,paches sp,1
stream bank,isophrictus sp,24
stream bank,pantographa expansalis,3
strotso,euptychia jesia,7
sua,eois nr citriaria,2
sua,eois nympha,2
sua,eois sp,1
sua,opsiphanes tamarindi,1
sua,zaretis itys,2
sua 150,eois apyraria,8
sua 150,zaretis itys,1
sua 275,eois nympha,3
sua 300,quadrus cerialis,1
sua 400,eois apyraria,7
sua 400,eois nympha,11
sua 400,pierela sp,1
sua 400,quadrus cerialis,1
sua 400,talides sp,1
sua 50,cosmosoma zucheri,1
sua 50,pythoniades jovianus amaryllis,1
sua 50,zaretis itys,1
sua 600,olceclostera sp,1
sua 650,eois apyraria,6
sua 650,eois nympha,3
sua 650,quadrus cerialis,1
sua 750,quadrus sp,1
sua 800,quadrus cerialis,1
suampo,eois apyraria,59
suampo,eois nr citriaria,5
suampo,eois nympha,68
suampo,nascus sp,1
suampo,telemiades nr antiope,1
suampo 150,quadrus cerialis,1
subplot 5,consul fabius cecrops,1
subplot 5,emesis lucinda,1
succ plot,acharia nesea,26
succ plot,acharia sarans,7
succ plot,acharia sp,1
succ plot,achlyodes bursirus heros,58
succ plot,achlyodes selva,4
succ plot,achlyodes sp,2
succ plot,achlyodes thraso,36
succ plot,acribia maculifrons,9
succ plot,acrotomia trilva,19
succ plot,adelpha celerio,5
succ plot,adelpha cocala lorzae,2
succ plot,adelpha cytherea marcia,3
succ plot,adelpha heraclea,2
succ plot,adelpha ixia leucas,1
succ plot,adelpha pylaca,1
succ plot,adelpha sp,2
succ plot,aellops ceculus,1
succ plot,agaraea sp,327
succ plot,agrius cingulata,1
succ plot,amorbia depicta,1
succ plot,anacrusis auleodes,1
succ plot,anacrusis nephrodes,1
succ plot,anacrusis sp,2
succ plot,ancyluris sp,1
succ plot,anomis nr patagiata,3
succ plot,antaeotricha renselariana,1
succ plot,antichloris viridis,4
succ plot,apatelodes adrastia,1
succ plot,apatelodes albipuncta,2
succ plot,apatelodes erotina,40
succ plot,apatelodes sp,4
succ plot,arawacus nr lincoides,3
succ plot,astraptes alardus,2
succ plot,astraptes anaphus annetta,1
succ plot,astraptes fulgerator azul,17
succ plot,astraptes sp,5
succ plot,asturodes fimbriauralis,6
succ plot,ategumia sp,2
succ plot,automeris exigua,2
succ plot,automeris hamata,1
succ plot,automeris postalbida,2
succ plot,automeris sp,46
succ plot,battus belus varus,4
succ plot,battus sp,6
succ plot,caligo eurylochus solanus,33
succ plot,caligo memnon,11
succ plot,caligo sp,39
succ plot,calospila cilissa,1
succ plot,calpodes ethlius,12
succ plot,catonephele orites,1
succ plot,catonephele sp,3
succ plot,chetone angulosa,6
succ plot,chetone ithomia,19
succ plot,chlosyne gaudealis,2
succ plot,chlosyne janais,106
succ plot,chlosyne lacinia,38
succ plot,cimicodes ferruginea,1
succ plot,cocytius duponchel,4
succ plot,consul fabius cecrops,9
succ plot,consul sp,1
succ plot,cosmosoma festivum,1
succ plot,cosmosoma sp,6
succ plot,crinodes sp,1
succ plot,cropia nr cedice,1
succ plot,cropia sp,4
succ plot,cyclomia disparilis,78
succ plot,cyclomia nr disparilis,211
succ plot,cyclophora sp,7
succ plot,cyclophora sp 2,1
succ plot,cyclophora sp 3,1
succ plot,cyclosaemia subcoerulea,1
succ plot,desmia sp,2
succ plot,desmia sp 2,1
succ plot,desmia sp 3,5
succ plot,diaethria marchalii,2
succ plot,dioptis longipennis,1
succ plot,dismorphia amphiona praxinoe,5
succ plot,disodia sp,5
succ plot,disphragis nr mephitis,1
succ plot,dryas julia,19
succ plot,dubiella fiscella belpa,9
succ plot,dunama agulinea,24
succ plot,dynamine hoppi gillotti,4
succ plot,dysodia sp,15
succ plot,dysphania sp,1
succ plot,dysschema jansonis,75
succ plot,dysschema leucophaea,237
succ plot,dysschema magdala,2
succ plot,ebrietas sp,4
succ plot,elymiotis alata,1
succ plot,emesis lucinda,1266
succ plot,emesis mandana,1
succ plot,eois apyraria,92
succ plot,eois cassandra,2
succ plot,eois dryantis numida,6
succ plot,eois dryope,1
succ plot,eois guapa,17
succ plot,eois nr citriaria,1
succ plot,eois nr numida,3
succ plot,eois numida,10
succ plot,eois nympha,22
succ plot,eois obada,6
succ plot,eois russearia,112
succ plot,eois sp,39
succ plot,eois sp 3,1
succ plot,eois sp 9,2
succ plot,epimecis sp,2
succ plot,erinnyis alope,1
succ plot,erinnyis apyaria,1
succ plot,erinnyis ello,24
succ plot,erinnyis sp,2
succ plot,euclea mesoamericana,2
succ plot,euclea plugma,3
succ plot,euclystis guerini,2
succ plot,euclystis sp,3
succ plot,eueides aliphera,134
succ plot,eueides isabella,1
succ plot,euides aliphera,1
succ plot,eumorpha anchemola,1
succ plot,eumorpha sp,1
succ plot,eumorpha vitis,5
succ plot,euprosterna hosia,1
succ plot,euptychia jesia,17
succ plot,euptychia sp,4
succ plot,eurema albula,6
succ plot,gamelia septentrionalis,26
succ plot,gonodonta latimacula,6
succ plot,gonodonta nr fuvangula,2
succ plot,gonodonta nr incurva,2
succ plot,gonodonta nr sinaldus,22
succ plot,gonodonta sicheas,8
succ plot,gonodonta sinaldus,7
succ plot,gonodonta sp,111
succ plot,gonodonta sp 3,5
succ plot,gonodonta sp 4,4
succ plot,gonodonta sp 6,1
succ plot,gonodonta sp 7,1
succ plot,gonodonta sp 8,3
succ plot,gonodonta sp 9,2
succ plot,gymnelia salvini,5
succ plot,hamadryas amphinome mexicana,34
succ plot,hamadryas arinome ariensis,10
succ plot,hamadryas laodania saurites,1
succ plot,hamadryas sp,19
succ plot,heliconious sara fulgidus,1
succ plot,heliconius charitonius,10
succ plot,heliconius cydno galanthus,1
succ plot,heliconius doris,43
succ plot,heliconius hecale zuleika,37
succ plot,heliconius melpomene,1
succ plot,heliconius sapho,10
succ plot,heliconius sara fulgidus,208
succ plot,heliconius sp,51
succ plot,hemeroplanes triptolemis,1
succ plot,hemiceras pallidula,7
succ plot,hemiceras sp,3
succ plot,hyalostenele lutescens,1
succ plot,hyalurga sora,2
succ plot,hygrochroma sp,2
succ plot,hylesia rubifrons,1
succ plot,hylesia sp,7
succ plot,hymenomima memor,4
succ plot,hypercompe sp,1
succ plot,hypothyris euclea valora,248
succ plot,ichnopteris bryifera,6
succ plot,idaea sp,7
succ plot,isanthrene championi,12
succ plot,isanthrene sp,3
succ plot,ischnopteris bryifera commixta,4
succ plot,ithomia diasa hippocrenis,1
succ plot,lirimiris sp,3
succ plot,lophocampa annulosa,1
succ plot,lophocampa sp,27
succ plot,loxophobia nr imitata,81
succ plot,loxophobia nr. imitata,2
succ plot,lycorea cleobaea atergatis,2
succ plot,macroneme iole,6
succ plot,macroneme nr caerulescens,9
succ plot,macroneme sp,1
succ plot,manduca occulta,4
succ plot,manduca sp,8
succ plot,mechanitis polymnia isthmia,106
succ plot,megalopyge albicollis,1
succ plot,megalopyge sp,1
succ plot,megathymus sp,1
succ plot,megeuptychia antonoe,103
succ plot,megeuptychia sp,32
succ plot,melese flavipuncta,3
succ plot,melese sp,2
succ plot,melinaea ethra lilis,1
succ plot,memphis cleomestra,7
succ plot,memphis pithyusa,2
succ plot,memphis sp,1
succ plot,merotoma sp,1
succ plot,mesoesmia lamachus,1
succ plot,milanion sp,9
succ plot,morpho sp,1
succ plot,myscelia cyaniris cyaniris,17
succ plot,myscelus amystis,1
succ plot,napata albiplaga,3
succ plot,nematocampa completa,2
succ plot,nematocampa sp,1
succ plot,neoxeniades molien,5
succ plot,nessaea aglaura aglaura,3
succ plot,nica flavilla canthara,4
succ plot,nisoniades godma,6
succ plot,norape sp,1
succ plot,nystalea ebalea,2
succ plot,nystalea sp,5
succ plot,olceclostera nr bifenestrada,15
succ plot,olceclostera sp,8
succ plot,omiodes sp,4
succ plot,opisthoxia cluan,1
succ plot,opsiphanes cassina,1
succ plot,opsiphanes sp,1
succ plot,opsiphanes tamarindi,3
succ plot,oraesia nobilis,10
succ plot,oraesia nr aenofusa,33
succ plot,oxydia sp,6
succ plot,oxytenis beprea,1
succ plot,pachydota sp,1
succ plot,panthiades bitias,2
succ plot,pantographa expansalis,7
succ plot,pantographa suffusalis,7
succ plot,papilio birchalli,2
succ plot,papilio birchalli godmani,3
succ plot,papilio cresphontes,1
succ plot,papilio sp,15
succ plot,papilio thoas,2
succ plot,papilio thoas neacles,20
succ plot,paragonia cruraria,2
succ plot,paragonia sp,1
succ plot,parides arcas mylotes,4
succ plot,pericopis sp,8
succ plot,pero sp,5
succ plot,phaeoblemma dares,49
succ plot,philaethria dido,5
succ plot,phobetron hipparchia,1
succ plot,phoebis philea philea,1
succ plot,phoenicoprocta nr astrifera,1
succ plot,pierella luna luna,1
succ plot,pleuroptya silicalis,1
succ plot,polythrix sp,1
succ plot,pompilioides aliena,2
succ plot,protambulyx sp,1
succ plot,protambulyx strigilis,11
succ plot,protepicorsia sp,1
succ plot,pseudasellodes fenestraria,2
succ plot,quadrus cerialis,59
succ plot,quadrus sp,1
succ plot,quentalia nr veca,3
succ plot,radara nr nealcesalis,59
succ plot,radara nr. nealcesalis,1
succ plot,rhescyntis hippodamia,1
succ plot,rothschildia triloba,2
succ plot,saliana sp,22
succ plot,saliana sp 1,3
succ plot,saliana sp 3,9
succ plot,salianas sp,2
succ plot,sarota gyas,1
succ plot,sarota sp,1
succ plot,schizura sp,1
succ plot,scotura leucophleps,1
succ plot,sphacelodes nr quadrilineata,2
succ plot,spodoptera dolichos,16
succ plot,spodoptera eridania,12
succ plot,spodoptera sp,80
succ plot,staphylus sp 1,5
succ plot,stauropides sp,1
succ plot,talides sinoia,5
succ plot,talides sp,6
succ plot,talides sp complex,15
succ plot,talides sp complex 2,2
succ plot,tarchon felderi,25
succ plot,telemiades nr antiope,7
succ plot,telles arcalaus,2
succ plot,temenis laothoe agatha,8
succ plot,temenis sp,3
succ plot,thecla barajo,1
succ plot,theritas mavors,2
succ plot,thracides phidon,1
succ plot,thracides sp,1
succ plot,thysanopyga carfinia,2
succ plot,thysanopyga nicetaria,1
succ plot,tigridia acesta,2
succ plot,tortyra cuprinela,9
succ plot,turesis sp,2
succ plot,urbanus belli,3
succ plot,urbanus nr pronus,5
succ plot,urbanus sp,1
succ plot,xeniades sp,1
succ plot,xylophanes ceratomiodes,1
succ plot,xylophanes chiron,1
succ plot,xylophanes loelia,1
succ plot,xylophanes pluto,5
succ plot,xylophanes porcus,12
succ plot,xylophanes tersa,1
succ plot,zanola nr impedita,2
succ plot,zanola verago,8
succ plot,zaretis itys,26
succ plot,zera sp,1
succ plot,zunacetha sp 2,1
succ plot 0-1 yr,achlyodes bursirus heros,1
succ plot 0-1 yr,achlyodes thraso,2
succ plot 0-1 yr,acrotomia trilva,1
succ plot 0-1 yr,agaraea sp,17
succ plot 0-1 yr,apatelodes erotina,1
succ plot 0-1 yr,battus sp,1
succ plot 0-1 yr,caligo sp,4
succ plot 0-1 yr,cosmosoma sp,1
succ plot 0-1 yr,cyclomia disparilis,16
succ plot 0-1 yr,cyclomia nr disparilis,7
succ plot 0-1 yr,cyclophora sp,2
succ plot 0-1 yr,dryas julia,2
succ plot 0-1 yr,dyops nr chromatophila,1
succ plot 0-1 yr,dysschema leucophaea,1
succ plot 0-1 yr,elysius discoplaga,1
succ plot 0-1 yr,emesis lucinda,58
succ plot 0-1 yr,eois dryantis numida,1
succ plot 0-1 yr,erinnyis ello,2
succ plot 0-1 yr,eueides aliphera,2
succ plot 0-1 yr,euptychia jesia,2
succ plot 0-1 yr,gonodonta nr sinaldus,5
succ plot 0-1 yr,gonodonta sp,1
succ plot 0-1 yr,gonodonta uxoria,1
succ plot 0-1 yr,gymnelia salvini,1
succ plot 0-1 yr,halysidota cyclozonata,8
succ plot 0-1 yr,hamadryas arinome ariensis,1
succ plot 0-1 yr,heliconius hecale zuleika,3
succ plot 0-1 yr,heliconius sara fulgidus,9
succ plot 0-1 yr,hemeroplanes triptolemis,1
succ plot 0-1 yr,hyalurga sora,2
succ plot 0-1 yr,isanthrene championi,1
succ plot 0-1 yr,lirimiris nr truncata,2
succ plot 0-1 yr,loxophobia nr imitata,1
succ plot 0-1 yr,macroneme iole,1
succ plot 0-1 yr,manduca sp,1
succ plot 0-1 yr,marpesia petreus,1
succ plot 0-1 yr,mechanitis polymnia isthmia,23
succ plot 0-1 yr,megalopyge albicollis,1
succ plot 0-1 yr,megeuptychia antonoe,47
succ plot 0-1 yr,melese asana,1
succ plot 0-1 yr,merotoma sp,1
succ plot 0-1 yr,micothyris sp,1
succ plot 0-1 yr,microthyris sp,1
succ plot 0-1 yr,nessaea aglaura aglaura,1
succ plot 0-1 yr,nessaea sp,1
succ plot 0-1 yr,olceclostera nr bifenestrada,11
succ plot 0-1 yr,palpita sp,1
succ plot 0-1 yr,papilio sp,35
succ plot 0-1 yr,parides sp,1
succ plot 0-1 yr,phaeoblemma dares,1
succ plot 0-1 yr,pleuroptya silicalis,2
succ plot 0-1 yr,protambulyx strigilis,1
succ plot 0-1 yr,protepicorsia sp,4
succ plot 0-1 yr,quadrus cerialis,2
succ plot 0-1 yr,radara nr nealcesalis,2
succ plot 0-1 yr,semaeopus nodigera,1
succ plot 0-1 yr,simplosa sp,1
succ plot 0-1 yr,spodoptera dolichos,7
succ plot 0-1 yr,spodoptera sp,12
succ plot 0-1 yr,staphylus sp 2,1
succ plot 0-1 yr,talides sp complex 2,1
succ plot 0-1 yr,tarchon felderi,2
succ plot 0-1 yr,temenis sp,2
succ plot 0-1 yr,thracides sp,1
succ plot 0-1 yr,tortyra cuprinela,5
succ plot 0-1 yr,xylophanes chiron,1
succ plot 0-1 yr,xylophanes pluto,3
succ plot 0-1 yr,xylophanes porcus,1
succ plot 0-1 yr,xylophanes sp,1
succ plot 0-1 yr,zaretis itys,3
succ plot 1,dysschema jansonis,1
succ plot 1,emesis lucinda,26
succ plot 1,eois russearia,5
succ plot 1-2 yr,acrotomia trilva,2
succ plot 1-2 yr,adelpha sp,1
succ plot 1-2 yr,apatelodes erotina,4
succ plot 1-2 yr,ategumia sp,1
succ plot 1-2 yr,automeris tridens,1
succ plot 1-2 yr,cropia cediche,6
succ plot 1-2 yr,cyclomia nr disparilis,4
succ plot 1-2 yr,dryas julia,1
succ plot 1-2 yr,dysodia sp,2
succ plot 1-2 yr,dysschema leucophaea,1
succ plot 1-2 yr,ebrietas sp,2
succ plot 1-2 yr,emesis lucinda,38
succ plot 1-2 yr,entheus matho,1
succ plot 1-2 yr,entheus sp 1,9
succ plot 1-2 yr,erinnyis ello,5
succ plot 1-2 yr,eueides aliphera,1
succ plot 1-2 yr,gonodonta nr sinaldus,3
succ plot 1-2 yr,gonodonta sinaldus,1
succ plot 1-2 yr,gonodonta sp,1
succ plot 1-2 yr,hamadryas arinome ariensis,1
succ plot 1-2 yr,heliconius hecale zuleika,2
succ plot 1-2 yr,heliconius sara fulgidus,9
succ plot 1-2 yr,heliconius sp,1
succ plot 1-2 yr,hylesia sp,1
succ plot 1-2 yr,idaea sp,2
succ plot 1-2 yr,macroneme iole,1
succ plot 1-2 yr,macroneme nr caerulescens,1
succ plot 1-2 yr,mechanitis polymnia isthmia,1
succ plot 1-2 yr,milanion sp,2
succ plot 1-2 yr,olceclostera nr bifenestrada,1
succ plot 1-2 yr,papilio thoas neacles,1
succ plot 1-2 yr,protepicorsia sp,7
succ plot 1-2 yr,quadrus cerialis,2
succ plot 1-2 yr,radara nr nealcesalis,5
succ plot 1-2 yr,sarota sp,1
succ plot 1-2 yr,spodoptera sp,3
succ plot 1-2 yr,talides sp complex,1
